id:ID,version,sequence_end,length,name,organism_id,seq_chunk_size,sequence_start,:LABEL
2686,0,940,940,GroupUn3093,19,20000,0,SEQUENCE
2687,0,1015,1015,GroupUn3094,19,20000,0,SEQUENCE
2688,0,971,971,GroupUn3095,19,20000,0,SEQUENCE
2689,0,2310,2310,GroupUn3096,19,20000,0,SEQUENCE
2690,0,972,972,GroupUn3097,19,20000,0,SEQUENCE
2691,0,1099,1099,GroupUn3098,19,20000,0,SEQUENCE
2692,0,1406,1406,GroupUn3099,19,20000,0,SEQUENCE
2693,0,108506,108506,GroupUn31,19,20000,0,SEQUENCE
2694,0,2543,2543,GroupUn310,19,20000,0,SEQUENCE
2695,0,1249,1249,GroupUn3100,19,20000,0,SEQUENCE
2696,0,964,964,GroupUn3101,19,20000,0,SEQUENCE
2697,0,1071,1071,GroupUn3102,19,20000,0,SEQUENCE
2698,0,7213,7213,GroupUn3103,19,20000,0,SEQUENCE
2699,0,1521,1521,GroupUn3104,19,20000,0,SEQUENCE
2700,0,954,954,GroupUn3105,19,20000,0,SEQUENCE
2701,0,4311,4311,GroupUn3106,19,20000,0,SEQUENCE
2702,0,1994,1994,GroupUn3107,19,20000,0,SEQUENCE
2703,0,6626,6626,GroupUn3108,19,20000,0,SEQUENCE
2704,0,1593,1593,GroupUn3109,19,20000,0,SEQUENCE
2705,0,16909,16909,GroupUn311,19,20000,0,SEQUENCE
2706,0,1049,1049,GroupUn3110,19,20000,0,SEQUENCE
2707,0,1127,1127,GroupUn3111,19,20000,0,SEQUENCE
2708,0,1653,1653,GroupUn3112,19,20000,0,SEQUENCE
2709,0,1151,1151,GroupUn3113,19,20000,0,SEQUENCE
2710,0,1771,1771,GroupUn3114,19,20000,0,SEQUENCE
2711,0,2221,2221,GroupUn3115,19,20000,0,SEQUENCE
2712,0,2534,2534,GroupUn3116,19,20000,0,SEQUENCE
2713,0,1389,1389,GroupUn3117,19,20000,0,SEQUENCE
2714,0,963,963,GroupUn3118,19,20000,0,SEQUENCE
2715,0,988,988,GroupUn3119,19,20000,0,SEQUENCE
2716,0,2417,2417,GroupUn312,19,20000,0,SEQUENCE
2717,0,1558,1558,GroupUn3120,19,20000,0,SEQUENCE
2718,0,7186,7186,GroupUn3121,19,20000,0,SEQUENCE
2719,0,1989,1989,GroupUn3122,19,20000,0,SEQUENCE
2720,0,2302,2302,GroupUn3123,19,20000,0,SEQUENCE
2721,0,1549,1549,GroupUn3124,19,20000,0,SEQUENCE
2722,0,1224,1224,GroupUn3125,19,20000,0,SEQUENCE
2723,0,2920,2920,GroupUn3126,19,20000,0,SEQUENCE
2724,0,1076,1076,GroupUn3127,19,20000,0,SEQUENCE
2725,0,1471,1471,GroupUn3128,19,20000,0,SEQUENCE
2726,0,1439,1439,GroupUn3129,19,20000,0,SEQUENCE
2727,0,12525,12525,GroupUn313,19,20000,0,SEQUENCE
2728,0,1098,1098,GroupUn3130,19,20000,0,SEQUENCE
2729,0,1606,1606,GroupUn3131,19,20000,0,SEQUENCE
2730,0,958,958,GroupUn3132,19,20000,0,SEQUENCE
2731,0,1947,1947,GroupUn3133,19,20000,0,SEQUENCE
2732,0,2745,2745,GroupUn3134,19,20000,0,SEQUENCE
2733,0,1226,1226,GroupUn3135,19,20000,0,SEQUENCE
2734,0,1215,1215,GroupUn3136,19,20000,0,SEQUENCE
2735,0,1099,1099,GroupUn3137,19,20000,0,SEQUENCE
2736,0,1506,1506,GroupUn3138,19,20000,0,SEQUENCE
2737,0,1051,1051,GroupUn3139,19,20000,0,SEQUENCE
2738,0,7614,7614,GroupUn314,19,20000,0,SEQUENCE
2739,0,916,916,GroupUn3140,19,20000,0,SEQUENCE
2740,0,1467,1467,GroupUn3141,19,20000,0,SEQUENCE
2741,0,1192,1192,GroupUn3142,19,20000,0,SEQUENCE
2742,0,1206,1206,GroupUn3143,19,20000,0,SEQUENCE
2743,0,1397,1397,GroupUn3144,19,20000,0,SEQUENCE
2744,0,821,821,GroupUn3145,19,20000,0,SEQUENCE
2745,0,4162,4162,GroupUn3146,19,20000,0,SEQUENCE
2746,0,1298,1298,GroupUn3147,19,20000,0,SEQUENCE
2747,0,1357,1357,GroupUn3148,19,20000,0,SEQUENCE
2748,0,1591,1591,GroupUn3149,19,20000,0,SEQUENCE
2749,0,5499,5499,GroupUn315,19,20000,0,SEQUENCE
2750,0,1029,1029,GroupUn3150,19,20000,0,SEQUENCE
2751,0,1239,1239,GroupUn3151,19,20000,0,SEQUENCE
2752,0,4052,4052,GroupUn3152,19,20000,0,SEQUENCE
2753,0,5929,5929,GroupUn3153,19,20000,0,SEQUENCE
2754,0,1004,1004,GroupUn3154,19,20000,0,SEQUENCE
2755,0,1213,1213,GroupUn3155,19,20000,0,SEQUENCE
2756,0,1003,1003,GroupUn3156,19,20000,0,SEQUENCE
2757,0,1523,1523,GroupUn3157,19,20000,0,SEQUENCE
2758,0,1122,1122,GroupUn3158,19,20000,0,SEQUENCE
2759,0,2846,2846,GroupUn3159,19,20000,0,SEQUENCE
2760,0,10960,10960,GroupUn316,19,20000,0,SEQUENCE
2761,0,1691,1691,GroupUn3160,19,20000,0,SEQUENCE
2762,0,4262,4262,GroupUn3161,19,20000,0,SEQUENCE
2763,0,2860,2860,GroupUn3162,19,20000,0,SEQUENCE
2764,0,3450,3450,GroupUn3163,19,20000,0,SEQUENCE
2765,0,1314,1314,GroupUn3164,19,20000,0,SEQUENCE
2766,0,5519,5519,GroupUn3165,19,20000,0,SEQUENCE
2767,0,973,973,GroupUn3166,19,20000,0,SEQUENCE
2768,0,1596,1596,GroupUn3167,19,20000,0,SEQUENCE
2769,0,953,953,GroupUn3168,19,20000,0,SEQUENCE
2770,0,1391,1391,GroupUn3169,19,20000,0,SEQUENCE
2771,0,6015,6015,GroupUn317,19,20000,0,SEQUENCE
2772,0,2442,2442,GroupUn3170,19,20000,0,SEQUENCE
2773,0,1369,1369,GroupUn3171,19,20000,0,SEQUENCE
2774,0,1334,1334,GroupUn3172,19,20000,0,SEQUENCE
2775,0,1434,1434,GroupUn3173,19,20000,0,SEQUENCE
2776,0,1037,1037,GroupUn3174,19,20000,0,SEQUENCE
2777,0,1998,1998,GroupUn3175,19,20000,0,SEQUENCE
2778,0,1443,1443,GroupUn3176,19,20000,0,SEQUENCE
2779,0,10173,10173,GroupUn3177,19,20000,0,SEQUENCE
2780,0,858,858,GroupUn3178,19,20000,0,SEQUENCE
2781,0,1037,1037,GroupUn3179,19,20000,0,SEQUENCE
2782,0,4899,4899,GroupUn318,19,20000,0,SEQUENCE
2783,0,1237,1237,GroupUn3180,19,20000,0,SEQUENCE
2784,0,1937,1937,GroupUn3181,19,20000,0,SEQUENCE
2785,0,2193,2193,GroupUn3182,19,20000,0,SEQUENCE
2786,0,1221,1221,GroupUn3183,19,20000,0,SEQUENCE
2787,0,2983,2983,GroupUn3184,19,20000,0,SEQUENCE
2788,0,1091,1091,GroupUn3185,19,20000,0,SEQUENCE
2789,0,1446,1446,GroupUn3186,19,20000,0,SEQUENCE
2790,0,1679,1679,GroupUn3187,19,20000,0,SEQUENCE
2791,0,1369,1369,GroupUn3188,19,20000,0,SEQUENCE
2792,0,1146,1146,GroupUn3189,19,20000,0,SEQUENCE
2793,0,3415,3415,GroupUn319,19,20000,0,SEQUENCE
2794,0,1254,1254,GroupUn3190,19,20000,0,SEQUENCE
2795,0,992,992,GroupUn3191,19,20000,0,SEQUENCE
2796,0,979,979,GroupUn3192,19,20000,0,SEQUENCE
2797,0,961,961,GroupUn3193,19,20000,0,SEQUENCE
2798,0,2674,2674,GroupUn3194,19,20000,0,SEQUENCE
2799,0,6741,6741,GroupUn3195,19,20000,0,SEQUENCE
2800,0,1002,1002,GroupUn3196,19,20000,0,SEQUENCE
2801,0,978,978,GroupUn3197,19,20000,0,SEQUENCE
2802,0,1912,1912,GroupUn3198,19,20000,0,SEQUENCE
2803,0,1225,1225,GroupUn3199,19,20000,0,SEQUENCE
2804,0,81058,81058,GroupUn32,19,20000,0,SEQUENCE
2805,0,9873,9873,GroupUn320,19,20000,0,SEQUENCE
2806,0,987,987,GroupUn3200,19,20000,0,SEQUENCE
2807,0,1270,1270,GroupUn3201,19,20000,0,SEQUENCE
2808,0,1193,1193,GroupUn3202,19,20000,0,SEQUENCE
2809,0,1517,1517,GroupUn3203,19,20000,0,SEQUENCE
2810,0,1916,1916,GroupUn3204,19,20000,0,SEQUENCE
2811,0,1148,1148,GroupUn3205,19,20000,0,SEQUENCE
2812,0,7820,7820,GroupUn3206,19,20000,0,SEQUENCE
2813,0,1498,1498,GroupUn3207,19,20000,0,SEQUENCE
2814,0,942,942,GroupUn3208,19,20000,0,SEQUENCE
2815,0,1368,1368,GroupUn3209,19,20000,0,SEQUENCE
2816,0,13114,13114,GroupUn321,19,20000,0,SEQUENCE
2817,0,1036,1036,GroupUn3210,19,20000,0,SEQUENCE
2818,0,1115,1115,GroupUn3211,19,20000,0,SEQUENCE
2819,0,1193,1193,GroupUn3212,19,20000,0,SEQUENCE
2820,0,1118,1118,GroupUn3213,19,20000,0,SEQUENCE
2821,0,1503,1503,GroupUn3214,19,20000,0,SEQUENCE
2822,0,1274,1274,GroupUn3215,19,20000,0,SEQUENCE
2823,0,996,996,GroupUn3216,19,20000,0,SEQUENCE
2824,0,10028,10028,GroupUn3217,19,20000,0,SEQUENCE
2825,0,4195,4195,GroupUn3218,19,20000,0,SEQUENCE
2826,0,1462,1462,GroupUn3219,19,20000,0,SEQUENCE
2827,0,3097,3097,GroupUn322,19,20000,0,SEQUENCE
2828,0,1406,1406,GroupUn3220,19,20000,0,SEQUENCE
2829,0,1244,1244,GroupUn3221,19,20000,0,SEQUENCE
2830,0,1175,1175,GroupUn3222,19,20000,0,SEQUENCE
2831,0,1641,1641,GroupUn3223,19,20000,0,SEQUENCE
2832,0,1130,1130,GroupUn3224,19,20000,0,SEQUENCE
2833,0,3364,3364,GroupUn3225,19,20000,0,SEQUENCE
2834,0,954,954,GroupUn3226,19,20000,0,SEQUENCE
2835,0,1330,1330,GroupUn3227,19,20000,0,SEQUENCE
2836,0,1250,1250,GroupUn3228,19,20000,0,SEQUENCE
2837,0,1605,1605,GroupUn3229,19,20000,0,SEQUENCE
2838,0,7818,7818,GroupUn323,19,20000,0,SEQUENCE
2839,0,1392,1392,GroupUn3230,19,20000,0,SEQUENCE
2840,0,998,998,GroupUn3231,19,20000,0,SEQUENCE
2841,0,11034,11034,GroupUn3232,19,20000,0,SEQUENCE
2842,0,2070,2070,GroupUn3233,19,20000,0,SEQUENCE
2843,0,1757,1757,GroupUn3234,19,20000,0,SEQUENCE
2844,0,969,969,GroupUn3235,19,20000,0,SEQUENCE
2845,0,1068,1068,GroupUn3236,19,20000,0,SEQUENCE
2846,0,965,965,GroupUn3237,19,20000,0,SEQUENCE
2847,0,1049,1049,GroupUn3238,19,20000,0,SEQUENCE
2848,0,1351,1351,GroupUn3239,19,20000,0,SEQUENCE
2849,0,4817,4817,GroupUn324,19,20000,0,SEQUENCE
2850,0,1182,1182,GroupUn3240,19,20000,0,SEQUENCE
2851,0,1623,1623,GroupUn3241,19,20000,0,SEQUENCE
2852,0,1410,1410,GroupUn3242,19,20000,0,SEQUENCE
2853,0,1288,1288,GroupUn3243,19,20000,0,SEQUENCE
2854,0,2661,2661,GroupUn3244,19,20000,0,SEQUENCE
2855,0,2304,2304,GroupUn3245,19,20000,0,SEQUENCE
2856,0,1293,1293,GroupUn3246,19,20000,0,SEQUENCE
2857,0,1523,1523,GroupUn3247,19,20000,0,SEQUENCE
2858,0,1032,1032,GroupUn3248,19,20000,0,SEQUENCE
2859,0,981,981,GroupUn3249,19,20000,0,SEQUENCE
2860,0,4989,4989,GroupUn325,19,20000,0,SEQUENCE
2861,0,1562,1562,GroupUn3250,19,20000,0,SEQUENCE
2862,0,2513,2513,GroupUn3251,19,20000,0,SEQUENCE
2863,0,9523,9523,GroupUn3252,19,20000,0,SEQUENCE
2864,0,1627,1627,GroupUn3253,19,20000,0,SEQUENCE
2865,0,1083,1083,GroupUn3254,19,20000,0,SEQUENCE
2866,0,1367,1367,GroupUn3255,19,20000,0,SEQUENCE
2867,0,1025,1025,GroupUn3256,19,20000,0,SEQUENCE
2868,0,1472,1472,GroupUn3257,19,20000,0,SEQUENCE
2869,0,923,923,GroupUn3258,19,20000,0,SEQUENCE
2870,0,2028,2028,GroupUn3259,19,20000,0,SEQUENCE
2871,0,6941,6941,GroupUn326,19,20000,0,SEQUENCE
2872,0,2023,2023,GroupUn3260,19,20000,0,SEQUENCE
2873,0,962,962,GroupUn3261,19,20000,0,SEQUENCE
2874,0,1434,1434,GroupUn3262,19,20000,0,SEQUENCE
2875,0,1836,1836,GroupUn3263,19,20000,0,SEQUENCE
2876,0,2400,2400,GroupUn3264,19,20000,0,SEQUENCE
2877,0,1289,1289,GroupUn3265,19,20000,0,SEQUENCE
2878,0,1112,1112,GroupUn3266,19,20000,0,SEQUENCE
2879,0,1086,1086,GroupUn3267,19,20000,0,SEQUENCE
2880,0,1716,1716,GroupUn3268,19,20000,0,SEQUENCE
2881,0,1693,1693,GroupUn3269,19,20000,0,SEQUENCE
2882,0,6468,6468,GroupUn327,19,20000,0,SEQUENCE
2883,0,1490,1490,GroupUn3270,19,20000,0,SEQUENCE
2884,0,961,961,GroupUn3271,19,20000,0,SEQUENCE
2885,0,1017,1017,GroupUn3272,19,20000,0,SEQUENCE
2886,0,1096,1096,GroupUn3273,19,20000,0,SEQUENCE
2887,0,1079,1079,GroupUn3274,19,20000,0,SEQUENCE
2888,0,12964,12964,GroupUn3275,19,20000,0,SEQUENCE
2889,0,1291,1291,GroupUn3276,19,20000,0,SEQUENCE
2890,0,1108,1108,GroupUn3277,19,20000,0,SEQUENCE
2891,0,1113,1113,GroupUn3278,19,20000,0,SEQUENCE
2892,0,1134,1134,GroupUn3279,19,20000,0,SEQUENCE
2893,0,9692,9692,GroupUn328,19,20000,0,SEQUENCE
2894,0,2041,2041,GroupUn3280,19,20000,0,SEQUENCE
2895,0,1249,1249,GroupUn3281,19,20000,0,SEQUENCE
2896,0,894,894,GroupUn3282,19,20000,0,SEQUENCE
2897,0,951,951,GroupUn3283,19,20000,0,SEQUENCE
2898,0,2766,2766,GroupUn3284,19,20000,0,SEQUENCE
2899,0,1088,1088,GroupUn3285,19,20000,0,SEQUENCE
2900,0,2147,2147,GroupUn3286,19,20000,0,SEQUENCE
2901,0,1120,1120,GroupUn3287,19,20000,0,SEQUENCE
2902,0,1716,1716,GroupUn3288,19,20000,0,SEQUENCE
2903,0,950,950,GroupUn3289,19,20000,0,SEQUENCE
2904,0,20968,20968,GroupUn329,19,20000,0,SEQUENCE
2905,0,1697,1697,GroupUn3290,19,20000,0,SEQUENCE
2906,0,2249,2249,GroupUn3291,19,20000,0,SEQUENCE
2907,0,1703,1703,GroupUn3292,19,20000,0,SEQUENCE
2908,0,1001,1001,GroupUn3293,19,20000,0,SEQUENCE
2909,0,1005,1005,GroupUn3294,19,20000,0,SEQUENCE
2910,0,1011,1011,GroupUn3295,19,20000,0,SEQUENCE
2911,0,1073,1073,GroupUn3296,19,20000,0,SEQUENCE
2912,0,1157,1157,GroupUn3297,19,20000,0,SEQUENCE
2913,0,1652,1652,GroupUn3298,19,20000,0,SEQUENCE
2914,0,1716,1716,GroupUn3299,19,20000,0,SEQUENCE
2915,0,161718,161718,GroupUn33,19,20000,0,SEQUENCE
2916,0,4024,4024,GroupUn330,19,20000,0,SEQUENCE
2917,0,1878,1878,GroupUn3300,19,20000,0,SEQUENCE
2918,0,1135,1135,GroupUn3301,19,20000,0,SEQUENCE
2919,0,958,958,GroupUn3302,19,20000,0,SEQUENCE
2920,0,3112,3112,GroupUn3303,19,20000,0,SEQUENCE
2921,0,1229,1229,GroupUn3304,19,20000,0,SEQUENCE
2922,0,4593,4593,GroupUn3305,19,20000,0,SEQUENCE
2923,0,4624,4624,GroupUn3306,19,20000,0,SEQUENCE
2924,0,1233,1233,GroupUn3307,19,20000,0,SEQUENCE
2925,0,978,978,GroupUn3308,19,20000,0,SEQUENCE
2926,0,1398,1398,GroupUn3309,19,20000,0,SEQUENCE
2927,0,6949,6949,GroupUn331,19,20000,0,SEQUENCE
2928,0,1450,1450,GroupUn3310,19,20000,0,SEQUENCE
2929,0,1142,1142,GroupUn3311,19,20000,0,SEQUENCE
2930,0,1663,1663,GroupUn3312,19,20000,0,SEQUENCE
2931,0,1195,1195,GroupUn3313,19,20000,0,SEQUENCE
2932,0,1152,1152,GroupUn3314,19,20000,0,SEQUENCE
2933,0,819,819,GroupUn3315,19,20000,0,SEQUENCE
2934,0,6426,6426,GroupUn3316,19,20000,0,SEQUENCE
2935,0,1198,1198,GroupUn3317,19,20000,0,SEQUENCE
2936,0,1160,1160,GroupUn3318,19,20000,0,SEQUENCE
2937,0,1495,1495,GroupUn3319,19,20000,0,SEQUENCE
2938,0,6821,6821,GroupUn332,19,20000,0,SEQUENCE
2939,0,1162,1162,GroupUn3320,19,20000,0,SEQUENCE
2940,0,1414,1414,GroupUn3321,19,20000,0,SEQUENCE
2941,0,891,891,GroupUn3322,19,20000,0,SEQUENCE
2942,0,1545,1545,GroupUn3323,19,20000,0,SEQUENCE
2943,0,1018,1018,GroupUn3324,19,20000,0,SEQUENCE
2944,0,1004,1004,GroupUn3325,19,20000,0,SEQUENCE
2945,0,4115,4115,GroupUn3326,19,20000,0,SEQUENCE
2946,0,1171,1171,GroupUn3327,19,20000,0,SEQUENCE
2947,0,1533,1533,GroupUn3328,19,20000,0,SEQUENCE
2948,0,939,939,GroupUn3329,19,20000,0,SEQUENCE
2949,0,29431,29431,GroupUn333,19,20000,0,SEQUENCE
2950,0,1000,1000,GroupUn3330,19,20000,0,SEQUENCE
2951,0,1785,1785,GroupUn3331,19,20000,0,SEQUENCE
2952,0,1621,1621,GroupUn3332,19,20000,0,SEQUENCE
2953,0,1014,1014,GroupUn3333,19,20000,0,SEQUENCE
2954,0,3360,3360,GroupUn3334,19,20000,0,SEQUENCE
2955,0,1087,1087,GroupUn3335,19,20000,0,SEQUENCE
2956,0,3572,3572,GroupUn3336,19,20000,0,SEQUENCE
2957,0,1679,1679,GroupUn3337,19,20000,0,SEQUENCE
2958,0,1450,1450,GroupUn3338,19,20000,0,SEQUENCE
2959,0,1430,1430,GroupUn3339,19,20000,0,SEQUENCE
2960,0,2451,2451,GroupUn334,19,20000,0,SEQUENCE
2961,0,1268,1268,GroupUn3340,19,20000,0,SEQUENCE
2962,0,1099,1099,GroupUn3341,19,20000,0,SEQUENCE
2963,0,1078,1078,GroupUn3342,19,20000,0,SEQUENCE
2964,0,1292,1292,GroupUn3343,19,20000,0,SEQUENCE
2965,0,1301,1301,GroupUn3344,19,20000,0,SEQUENCE
2966,0,886,886,GroupUn3345,19,20000,0,SEQUENCE
2967,0,2781,2781,GroupUn3346,19,20000,0,SEQUENCE
2968,0,1381,1381,GroupUn3347,19,20000,0,SEQUENCE
2969,0,1009,1009,GroupUn3348,19,20000,0,SEQUENCE
2970,0,1443,1443,GroupUn3349,19,20000,0,SEQUENCE
2971,0,3714,3714,GroupUn335,19,20000,0,SEQUENCE
2972,0,1089,1089,GroupUn3350,19,20000,0,SEQUENCE
2973,0,949,949,GroupUn3351,19,20000,0,SEQUENCE
2974,0,2964,2964,GroupUn3352,19,20000,0,SEQUENCE
2975,0,1107,1107,GroupUn3353,19,20000,0,SEQUENCE
2976,0,5293,5293,GroupUn3354,19,20000,0,SEQUENCE
2977,0,1104,1104,GroupUn3355,19,20000,0,SEQUENCE
2978,0,1128,1128,GroupUn3356,19,20000,0,SEQUENCE
2979,0,1343,1343,GroupUn3357,19,20000,0,SEQUENCE
2980,0,999,999,GroupUn3358,19,20000,0,SEQUENCE
2981,0,1331,1331,GroupUn3359,19,20000,0,SEQUENCE
2982,0,2684,2684,GroupUn336,19,20000,0,SEQUENCE
2983,0,1171,1171,GroupUn3360,19,20000,0,SEQUENCE
2984,0,1351,1351,GroupUn3361,19,20000,0,SEQUENCE
2985,0,1147,1147,GroupUn3362,19,20000,0,SEQUENCE
2986,0,947,947,GroupUn3363,19,20000,0,SEQUENCE
2987,0,1036,1036,GroupUn3364,19,20000,0,SEQUENCE
2988,0,959,959,GroupUn3365,19,20000,0,SEQUENCE
2989,0,960,960,GroupUn3366,19,20000,0,SEQUENCE
2990,0,1267,1267,GroupUn3367,19,20000,0,SEQUENCE
2991,0,1555,1555,GroupUn3368,19,20000,0,SEQUENCE
2992,0,1396,1396,GroupUn3369,19,20000,0,SEQUENCE
2993,0,40806,40806,GroupUn337,19,20000,0,SEQUENCE
2994,0,2455,2455,GroupUn3370,19,20000,0,SEQUENCE
2995,0,1493,1493,GroupUn3371,19,20000,0,SEQUENCE
2996,0,2029,2029,GroupUn3372,19,20000,0,SEQUENCE
2997,0,4031,4031,GroupUn3373,19,20000,0,SEQUENCE
2998,0,1373,1373,GroupUn3374,19,20000,0,SEQUENCE
2999,0,6633,6633,GroupUn3375,19,20000,0,SEQUENCE
3000,0,949,949,GroupUn3376,19,20000,0,SEQUENCE
3001,0,5241,5241,GroupUn3377,19,20000,0,SEQUENCE
3002,0,1021,1021,GroupUn3378,19,20000,0,SEQUENCE
3003,0,1026,1026,GroupUn3379,19,20000,0,SEQUENCE
3004,0,10341,10341,GroupUn338,19,20000,0,SEQUENCE
3005,0,4000,4000,GroupUn3380,19,20000,0,SEQUENCE
3006,0,1096,1096,GroupUn3381,19,20000,0,SEQUENCE
3007,0,1604,1604,GroupUn3382,19,20000,0,SEQUENCE
3008,0,1670,1670,GroupUn3383,19,20000,0,SEQUENCE
3009,0,987,987,GroupUn3384,19,20000,0,SEQUENCE
3010,0,3527,3527,GroupUn3385,19,20000,0,SEQUENCE
3011,0,1037,1037,GroupUn3386,19,20000,0,SEQUENCE
3012,0,1209,1209,GroupUn3387,19,20000,0,SEQUENCE
3013,0,1154,1154,GroupUn3388,19,20000,0,SEQUENCE
3014,0,1193,1193,GroupUn3389,19,20000,0,SEQUENCE
3015,0,4289,4289,GroupUn339,19,20000,0,SEQUENCE
3016,0,1447,1447,GroupUn3390,19,20000,0,SEQUENCE
3017,0,2465,2465,GroupUn3391,19,20000,0,SEQUENCE
3018,0,1931,1931,GroupUn3392,19,20000,0,SEQUENCE
3019,0,959,959,GroupUn3393,19,20000,0,SEQUENCE
3020,0,982,982,GroupUn3394,19,20000,0,SEQUENCE
3021,0,1266,1266,GroupUn3395,19,20000,0,SEQUENCE
3022,0,1122,1122,GroupUn3396,19,20000,0,SEQUENCE
3023,0,1042,1042,GroupUn3397,19,20000,0,SEQUENCE
3024,0,1979,1979,GroupUn3398,19,20000,0,SEQUENCE
3025,0,1043,1043,GroupUn3399,19,20000,0,SEQUENCE
3026,0,137298,137298,GroupUn34,19,20000,0,SEQUENCE
3027,0,3995,3995,GroupUn340,19,20000,0,SEQUENCE
3028,0,3929,3929,GroupUn3400,19,20000,0,SEQUENCE
3029,0,1115,1115,GroupUn3401,19,20000,0,SEQUENCE
3030,0,1093,1093,GroupUn3402,19,20000,0,SEQUENCE
3031,0,978,978,GroupUn3403,19,20000,0,SEQUENCE
3032,0,1658,1658,GroupUn3404,19,20000,0,SEQUENCE
3033,0,2842,2842,GroupUn3405,19,20000,0,SEQUENCE
3034,0,9069,9069,GroupUn3406,19,20000,0,SEQUENCE
3035,0,1641,1641,GroupUn3407,19,20000,0,SEQUENCE
3036,0,1153,1153,GroupUn3408,19,20000,0,SEQUENCE
3037,0,970,970,GroupUn3409,19,20000,0,SEQUENCE
3038,0,6040,6040,GroupUn341,19,20000,0,SEQUENCE
3039,0,1079,1079,GroupUn3410,19,20000,0,SEQUENCE
3040,0,1134,1134,GroupUn3411,19,20000,0,SEQUENCE
3041,0,1741,1741,GroupUn3412,19,20000,0,SEQUENCE
3042,0,9595,9595,GroupUn3414,19,20000,0,SEQUENCE
3043,0,1009,1009,GroupUn3415,19,20000,0,SEQUENCE
3044,0,1013,1013,GroupUn3416,19,20000,0,SEQUENCE
3045,0,1087,1087,GroupUn3417,19,20000,0,SEQUENCE
3046,0,1311,1311,GroupUn3418,19,20000,0,SEQUENCE
3047,0,952,952,GroupUn3419,19,20000,0,SEQUENCE
3048,0,2830,2830,GroupUn342,19,20000,0,SEQUENCE
3049,0,939,939,GroupUn3420,19,20000,0,SEQUENCE
3050,0,3980,3980,GroupUn3421,19,20000,0,SEQUENCE
3051,0,1691,1691,GroupUn3422,19,20000,0,SEQUENCE
3052,0,2489,2489,GroupUn3423,19,20000,0,SEQUENCE
3053,0,1969,1969,GroupUn3424,19,20000,0,SEQUENCE
3054,0,1748,1748,GroupUn3425,19,20000,0,SEQUENCE
3055,0,1345,1345,GroupUn3426,19,20000,0,SEQUENCE
3056,0,1224,1224,GroupUn3427,19,20000,0,SEQUENCE
3057,0,974,974,GroupUn3428,19,20000,0,SEQUENCE
3058,0,1770,1770,GroupUn3429,19,20000,0,SEQUENCE
3059,0,4291,4291,GroupUn343,19,20000,0,SEQUENCE
3060,0,1237,1237,GroupUn3430,19,20000,0,SEQUENCE
3061,0,1390,1390,GroupUn3431,19,20000,0,SEQUENCE
3062,0,1096,1096,GroupUn3432,19,20000,0,SEQUENCE
3063,0,2461,2461,GroupUn3433,19,20000,0,SEQUENCE
3064,0,2136,2136,GroupUn3434,19,20000,0,SEQUENCE
3065,0,1040,1040,GroupUn3435,19,20000,0,SEQUENCE
3066,0,1706,1706,GroupUn3436,19,20000,0,SEQUENCE
3067,0,3170,3170,GroupUn3437,19,20000,0,SEQUENCE
3068,0,1426,1426,GroupUn3438,19,20000,0,SEQUENCE
3069,0,1409,1409,GroupUn3439,19,20000,0,SEQUENCE
3070,0,4148,4148,GroupUn344,19,20000,0,SEQUENCE
3071,0,1358,1358,GroupUn3440,19,20000,0,SEQUENCE
3072,0,4058,4058,GroupUn3441,19,20000,0,SEQUENCE
3073,0,6801,6801,GroupUn3442,19,20000,0,SEQUENCE
3074,0,1350,1350,GroupUn3443,19,20000,0,SEQUENCE
3075,0,1569,1569,GroupUn3444,19,20000,0,SEQUENCE
3076,0,1146,1146,GroupUn3445,19,20000,0,SEQUENCE
3077,0,1975,1975,GroupUn3446,19,20000,0,SEQUENCE
3078,0,959,959,GroupUn3447,19,20000,0,SEQUENCE
3079,0,1425,1425,GroupUn3448,19,20000,0,SEQUENCE
3080,0,1639,1639,GroupUn3449,19,20000,0,SEQUENCE
3081,0,3196,3196,GroupUn345,19,20000,0,SEQUENCE
3082,0,1188,1188,GroupUn3450,19,20000,0,SEQUENCE
3083,0,772,772,GroupUn3451,19,20000,0,SEQUENCE
3084,0,3653,3653,GroupUn3452,19,20000,0,SEQUENCE
3085,0,2282,2282,GroupUn3453,19,20000,0,SEQUENCE
3086,0,1690,1690,GroupUn3454,19,20000,0,SEQUENCE
3087,0,983,983,GroupUn3455,19,20000,0,SEQUENCE
3088,0,985,985,GroupUn3456,19,20000,0,SEQUENCE
3089,0,1652,1652,GroupUn3457,19,20000,0,SEQUENCE
3090,0,2253,2253,GroupUn3458,19,20000,0,SEQUENCE
3091,0,986,986,GroupUn3459,19,20000,0,SEQUENCE
3092,0,4171,4171,GroupUn346,19,20000,0,SEQUENCE
3093,0,1042,1042,GroupUn3460,19,20000,0,SEQUENCE
3094,0,5215,5215,GroupUn3461,19,20000,0,SEQUENCE
3095,0,4522,4522,GroupUn3462,19,20000,0,SEQUENCE
3096,0,1101,1101,GroupUn3463,19,20000,0,SEQUENCE
3097,0,1250,1250,GroupUn3464,19,20000,0,SEQUENCE
3098,0,1359,1359,GroupUn3465,19,20000,0,SEQUENCE
3099,0,4283,4283,GroupUn3466,19,20000,0,SEQUENCE
3100,0,1002,1002,GroupUn3467,19,20000,0,SEQUENCE
